"cout";"distanceTotale";"nbcentres"
66996.6250949902;46245.7813687378;10
66996.6250949902;46245.7813687378;10
66996.6250949902;46245.7813687378;10
66996.6250949902;46245.7813687378;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66944.7662762961;46180.9578453701;10
66895.749337699;46119.6866721237;10
66895.749337699;46119.6866721237;10
66895.749337699;46119.6866721237;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66860.508965233;46075.6362065412;10
66934.5434600529;46168.1793250661;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66947.2649441442;46184.0811801803;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66851.8484281379;46064.8105351723;10
66500.7603659913;45625.950457489;10
66500.7603659913;45625.950457489;10
66500.7603659913;45625.950457489;10
66500.7603659913;45625.950457489;10
66482.6753363078;45603.3441703847;10
66482.6753363078;45603.3441703847;10
66482.6753363078;45603.3441703847;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66688.9572721576;45861.196590197;10
66688.9572721576;45861.196590197;10
66618.6030760996;45773.2538451245;10
66618.6030760996;45773.2538451245;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66446.8377766857;45558.547220857;10
66372.8032818658;45466.0041023322;10
66372.8032818658;45466.0041023322;10
66372.8032818658;45466.0041023322;10
66372.8032818658;45466.0041023322;10
66372.8032818658;45466.0041023322;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66359.5943862758;45449.4929828447;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66356.4028942411;45445.5036178014;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66310.9689160436;45388.7111450544;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
66308.4358184734;45385.5447730917;10
